Date,Close,signals,close_position
8/17/2004,1.234507,,
8/18/2004,1.234004,,
8/19/2004,1.237195,short,
8/20/2004,1.232195,,
8/23/2004,1.2152,,
8/24/2004,1.208196,,
8/25/2004,1.208605,,
8/26/2004,1.209907,,
8/27/2004,1.201995,long,1
8/30/2004,1.204906,,
8/31/2004,1.217804,,
9/1/2004,1.219007,short,1
9/2/2004,1.2173,,
9/3/2004,1.205502,long,1
9/6/2004,1.206593,,
9/7/2004,1.209907,,
9/8/2004,1.218903,,
9/9/2004,1.2242,,
9/10/2004,1.227295,,1
9/13/2004,1.226407,,
9/14/2004,1.226001,,
9/15/2004,1.215702,long,
9/16/2004,1.219007,,
9/17/2004,1.218205,,
9/20/2004,1.217404,,
9/21/2004,1.232894,,1
9/22/2004,1.226693,,
9/23/2004,1.227205,,
9/24/2004,1.227596,long,
9/27/2004,1.2308,,
9/28/2004,1.232104,,
9/29/2004,1.2337,,
9/30/2004,1.243394,short,1
10/1/2004,1.241496,,
10/4/2004,1.228999,,1
10/5/2004,1.231603,,
10/6/2004,1.228094,long,
10/7/2004,1.229906,,
10/8/2004,1.241003,,1
10/11/2004,1.238405,,
10/12/2004,1.232104,long,
10/13/2004,1.234903,,
10/14/2004,1.238896,,
10/15/2004,1.247894,,
10/18/2004,1.248907,,
10/19/2004,1.251894,,
10/20/2004,1.257893,,
10/21/2004,1.262005,,
10/22/2004,1.2691,,
10/25/2004,1.281099,,1
10/26/2004,1.276503,,
10/27/2004,1.2706,,
10/28/2004,null,,
10/29/2004,1.279198,,
11/1/2004,1.2746,,
11/2/2004,1.272006,long,
11/3/2004,1.282495,,
11/4/2004,1.2873,,
11/5/2004,1.296697,,1
11/8/2004,1.290806,,
11/9/2004,1.289907,,
11/10/2004,1.288593,long,
11/11/2004,1.291005,,
11/12/2004,1.297,,
11/15/2004,1.293996,,
11/16/2004,1.296193,,
11/17/2004,1.303798,,1
11/18/2004,1.294901,long,
11/19/2004,1.3039,,
11/22/2004,1.304002,,
11/23/2004,1.309706,,
11/24/2004,1.317801,,
11/25/2004,1.325803,,
11/26/2004,1.329504,,
11/29/2004,1.326506,,
11/30/2004,1.329805,,
12/1/2004,1.334597,,
12/2/2004,1.326102,long,
12/3/2004,1.346602,short,1
12/6/2004,1.339603,,
12/7/2004,1.343093,,
12/8/2004,1.334508,,
12/9/2004,1.330406,,
12/10/2004,1.321598,long,1
12/13/2004,1.332001,,
12/14/2004,1.330902,,
12/15/2004,1.340393,short,1
12/16/2004,1.3251,long,1
12/17/2004,1.331292,,
12/20/2004,1.339208,,
12/21/2004,1.336898,,
12/22/2004,1.3391,,
12/23/2004,1.351205,,
12/24/2004,1.353803,,
12/27/2004,1.362398,,1
12/28/2004,1.359398,,
12/29/2004,1.360692,,
12/30/2004,1.362806,short,
12/31/2004,1.356502,,
1/3/2005,1.347001,,
1/4/2005,1.328198,,
1/5/2005,1.328004,,
1/6/2005,1.318305,,
1/7/2005,1.306097,long,1
1/10/2005,1.310994,,
1/11/2005,1.311699,,
1/12/2005,1.325592,short,1
1/13/2005,1.321109,,
1/14/2005,1.309895,,
1/17/2005,1.305108,,
1/18/2005,1.301795,,
1/19/2005,1.300306,,
1/20/2005,1.296294,,1
1/21/2005,1.2999,,
1/24/2005,1.3039,,
1/25/2005,1.297101,,
1/26/2005,1.307805,short,
1/27/2005,1.304104,,
1/28/2005,1.304495,,
1/31/2005,1.305193,,
2/1/2005,1.3039,,
2/2/2005,1.303203,,
2/3/2005,1.297202,,
2/4/2005,1.285793,,
2/7/2005,1.276406,long,1
2/8/2005,1.276992,,
2/9/2005,1.281296,,
2/10/2005,1.287598,,
2/11/2005,1.285694,,
2/14/2005,1.297303,,
2/15/2005,1.301693,,
2/16/2005,1.302304,,
2/17/2005,1.307497,,
2/18/2005,1.306899,,
2/21/2005,1.306404,,
2/22/2005,1.326102,,1
2/23/2005,1.320306,,
2/24/2005,1.318305,,
2/25/2005,1.324609,short,
2/28/2005,1.321702,,
3/1/2005,1.317193,,
3/2/2005,1.313594,,
3/3/2005,1.310599,long,1
3/4/2005,1.324696,,
3/7/2005,1.322192,,
3/8/2005,1.335203,,
3/9/2005,1.337703,,
3/10/2005,1.343797,,
3/11/2005,1.347291,short,1
3/14/2005,1.336505,,
3/15/2005,1.331009,,1
3/16/2005,1.341094,short,
3/17/2005,1.3379,,
3/18/2005,1.332197,,
3/21/2005,1.316101,,
3/22/2005,1.307702,,
3/23/2005,1.299292,,
3/24/2005,1.293193,,
3/25/2005,1.295605,,
3/28/2005,1.289507,,1
3/29/2005,1.293795,,
3/30/2005,1.291506,,
3/31/2005,1.296697,short,
4/1/2005,1.290906,,
4/4/2005,1.285,,1
4/5/2005,1.285793,,
4/6/2005,1.286703,,
4/7/2005,1.285,long,
4/8/2005,1.293494,,
4/11/2005,1.297101,short,1
4/12/2005,1.291506,,
4/13/2005,1.291206,,
4/14/2005,1.279492,long,1
4/15/2005,1.287001,,
4/18/2005,1.301795,,
4/19/2005,1.306506,,
4/20/2005,1.308695,short,1
4/21/2005,1.3047,,
4/22/2005,1.306199,,
4/25/2005,1.299393,,
4/26/2005,1.298499,,
4/27/2005,1.292107,,
4/28/2005,1.290506,,
4/29/2005,1.287598,,
5/2/2005,1.284604,,1
5/3/2005,1.288693,,
5/4/2005,1.295001,,
5/5/2005,1.295605,,
5/6/2005,1.281197,,
5/9/2005,1.285496,,
5/10/2005,1.288693,short,
5/11/2005,1.281394,,
5/12/2005,1.268102,,
5/13/2005,1.261607,,
5/16/2005,1.263999,,
5/17/2005,1.260303,,1
5/18/2005,1.268102,,
5/19/2005,1.263504,,
5/20/2005,1.255698,,
5/23/2005,1.257103,,
5/24/2005,1.256802,,
5/25/2005,1.259906,,
5/26/2005,1.251392,,
5/27/2005,1.258194,short,
5/30/2005,1.248299,,
5/31/2005,1.2308,,
6/1/2005,1.219602,,1
6/2/2005,1.226693,,
6/3/2005,1.223002,,
6/6/2005,1.226001,,
6/7/2005,1.227898,short,
6/8/2005,1.223795,,
6/9/2005,1.222793,,
6/10/2005,1.213695,,
6/13/2005,1.211798,,
6/14/2005,1.202603,long,1
6/15/2005,1.212195,,
6/16/2005,1.209907,,
6/17/2005,1.227898,short,1
6/20/2005,1.2152,,
6/21/2005,1.217404,,
6/22/2005,1.212106,,
6/23/2005,1.202906,,1
6/24/2005,1.209804,,
6/27/2005,1.216397,short,
6/28/2005,1.207307,,
6/29/2005,1.207802,,
6/30/2005,1.209102,,
7/1/2005,1.193602,,
7/4/2005,1.190902,,1
7/5/2005,1.193104,long,
7/6/2005,1.192905,,
7/7/2005,1.194501,,
7/8/2005,1.198107,,
7/11/2005,1.206899,,
7/12/2005,1.223002,short,1
7/13/2005,1.208007,,
7/14/2005,1.209395,,
7/15/2005,1.204602,,
7/18/2005,1.205604,,
7/19/2005,1.202993,,1
7/20/2005,1.215806,,
7/21/2005,1.216101,short,
7/22/2005,1.206098,,
7/25/2005,1.206505,,
7/26/2005,1.201706,long,1
7/27/2005,1.206695,,
7/28/2005,1.213195,,
7/29/2005,1.2124,,
8/1/2005,1.218398,,
8/2/2005,1.219393,,
8/3/2005,1.233502,,
8/4/2005,1.238497,,
8/5/2005,1.236598,,
8/8/2005,1.235102,,1
8/9/2005,1.237808,,
8/10/2005,1.238605,,
8/11/2005,1.247303,short,
8/12/2005,1.244493,,
8/15/2005,1.237103,,
8/16/2005,1.234995,,
8/17/2005,1.227807,,
8/18/2005,1.218398,,
8/19/2005,1.215495,long,1
8/22/2005,1.223406,,
8/23/2005,1.223496,,
8/24/2005,1.227401,,
8/25/2005,1.230194,,1
8/26/2005,1.229407,,
8/29/2005,1.223496,,
8/30/2005,1.221807,long,
8/31/2005,1.234096,,
9/1/2005,1.249001,,
9/2/2005,1.253306,,1
9/5/2005,1.252693,short,
9/6/2005,1.245795,,
9/7/2005,1.241604,,
9/8/2005,1.239403,,
9/9/2005,1.241095,,
9/12/2005,1.229105,,
9/13/2005,1.228003,,
9/14/2005,1.227898,,
9/15/2005,1.223601,,
9/16/2005,1.2239,,
9/19/2005,1.213902,,
9/20/2005,1.211901,,
9/21/2005,null,,
9/22/2005,1.215407,,
9/23/2005,1.204094,,
9/26/2005,1.207307,,
9/27/2005,1.201894,,
9/28/2005,1.2062,,
9/29/2005,1.202096,,
9/30/2005,1.202805,,
10/3/2005,1.191299,,1
10/4/2005,1.191895,long,
10/5/2005,1.201201,,
10/6/2005,1.217196,short,1
10/7/2005,1.213003,,
10/10/2005,1.204906,,
10/11/2005,1.198495,,1
10/12/2005,1.202805,,
10/13/2005,1.201894,,
10/14/2005,1.2077,,
10/17/2005,1.2011,,
10/18/2005,1.1955,,
10/19/2005,1.197404,,
10/20/2005,1.201793,,
10/21/2005,1.1954,long,
10/24/2005,1.197605,,
10/25/2005,1.211196,,
10/26/2005,1.206302,,
10/27/2005,1.2143,short,1
10/28/2005,1.207103,,
10/31/2005,1.198897,,
11/1/2005,1.2024,,
11/2/2005,1.206753,,
11/3/2005,1.1952,,
11/4/2005,1.181307,,
11/7/2005,1.179301,,
11/8/2005,1.176803,,
11/9/2005,1.177801,,
11/10/2005,1.167556,,1
11/11/2005,1.173502,,
11/14/2005,1.169194,,
11/15/2005,1.173199,,
11/16/2005,1.167706,,
11/17/2005,1.174798,,
11/18/2005,1.177607,,
11/21/2005,1.173695,,
11/22/2005,1.181405,,
11/23/2005,1.180805,,
11/24/2005,1.178106,,
11/25/2005,1.172498,,
11/28/2005,1.185003,,
11/29/2005,1.176803,,
11/30/2005,1.180498,,
12/1/2005,1.174205,,
12/2/2005,1.171893,,
12/5/2005,1.178703,,
12/6/2005,1.179802,,
12/7/2005,1.171797,long,
12/8/2005,1.181307,,
12/9/2005,1.181405,,
12/12/2005,1.1956,,
12/13/2005,1.1949,,
12/14/2005,1.197404,,
12/15/2005,1.196702,,
12/16/2005,1.201403,,1
12/19/2005,1.200696,short,
12/20/2005,1.187493,,
12/21/2005,1.183404,,1
12/22/2005,1.187296,,
12/23/2005,1.187197,,
12/26/2005,1.183796,,
12/27/2005,1.185607,,
12/28/2005,1.184806,,
12/29/2005,1.185003,,
12/30/2005,1.184105,,
1/2/2006,1.181698,long,
1/3/2006,1.203297,,
1/4/2006,1.211196,,
1/5/2006,1.210698,,
1/6/2006,1.215407,,1
1/9/2006,1.207496,,
1/10/2006,1.206404,,
1/11/2006,1.213902,,
1/12/2006,1.2045,,
1/13/2006,1.2143,,
1/16/2006,1.211607,,
1/17/2006,1.210844,,
1/18/2006,1.2108,,
1/19/2006,1.209102,long,
1/20/2006,1.213607,,
1/23/2006,1.230406,,1
1/24/2006,1.226497,short,
1/25/2006,1.2245,,
1/26/2006,1.221493,,
1/27/2006,1.209395,,
1/30/2006,1.208605,,
1/31/2006,1.214845,,
2/1/2006,1.206695,,
2/2/2006,1.208401,,
2/3/2006,1.202704,,
2/6/2006,1.196301,,
2/7/2006,1.1993,,
2/8/2006,1.196501,,
2/9/2006,1.1994,,
2/10/2006,1.190703,,1
2/13/2006,1.191199,,
2/14/2006,1.191597,,
2/15/2006,1.188594,,
2/16/2006,1.190703,,
2/17/2006,1.194201,,
2/20/2006,1.193403,,
2/21/2006,1.191995,,
2/22/2006,1.191597,,
2/23/2006,1.192194,,
2/24/2006,1.187804,,
2/27/2006,1.185003,long,
2/28/2006,1.193004,,
3/1/2006,1.191995,,
3/2/2006,1.203905,,1
3/3/2006,1.204602,short,
3/6/2006,1.201605,,
3/7/2006,1.189004,,1
3/8/2006,1.192705,,
3/9/2006,1.190405,long,
3/10/2006,1.1911,,
3/13/2006,1.196702,,
3/14/2006,1.201894,,
3/15/2006,1.207103,,
3/16/2006,1.217493,,
3/17/2006,1.2192,short,1
3/20/2006,1.216293,,
3/21/2006,1.2108,,
3/22/2006,1.207904,,
3/23/2006,1.197203,,1
3/24/2006,1.2035,,
3/27/2006,1.2011,long,
3/28/2006,1.2011,,
3/29/2006,1.203094,,
3/30/2006,1.216797,,
3/31/2006,1.211504,,
4/3/2006,1.213902,,
4/4/2006,1.226001,,
4/5/2006,1.228803,short,1
4/6/2006,1.221404,,
4/7/2006,1.209497,,1
4/10/2006,1.211196,,
4/11/2006,1.214801,,
4/12/2006,1.211402,,
4/13/2006,1.211607,,
4/14/2006,1.211196,long,
4/17/2006,1.2254,,
4/18/2006,1.236705,,
4/19/2006,1.237808,,1
4/20/2006,1.230906,long,
4/21/2006,1.234096,,
4/24/2006,1.238896,,
4/25/2006,1.2429,,
4/26/2006,1.244896,,
4/27/2006,1.253196,,
4/28/2006,1.2636,,
5/1/2006,1.258004,,
5/2/2006,1.261702,,
5/3/2006,1.262307,,
5/4/2006,1.270099,,
5/5/2006,1.272799,,
5/8/2006,1.270293,,
5/9/2006,1.276699,,
5/10/2006,1.277449,,
5/11/2006,1.285198,,
5/12/2006,1.292992,,1
5/15/2006,1.279001,,
5/16/2006,1.285,,
5/17/2006,1.274194,,
5/18/2006,1.285099,,
5/19/2006,1.276699,,
5/22/2006,1.285298,,
5/23/2006,1.278298,,
5/24/2006,1.2774,,
5/25/2006,1.281,,
5/26/2006,1.273902,,
5/29/2006,1.275104,,
5/30/2006,1.286505,,
5/31/2006,1.281608,,
6/1/2006,1.281099,,
6/2/2006,1.291806,short,
6/5/2006,1.290106,,
6/6/2006,1.282199,,
6/7/2006,1.280197,,
6/8/2006,1.264894,,
6/9/2006,1.264095,,
6/12/2006,1.258606,,
6/13/2006,1.254595,,1
6/14/2006,1.260907,,
6/15/2006,1.263999,,
6/16/2006,1.264494,,
6/19/2006,1.258004,,
6/20/2006,1.258907,,
6/21/2006,1.266095,,
6/22/2006,1.258495,,
6/23/2006,1.252395,,
6/26/2006,1.258907,,
6/27/2006,1.256897,,
6/28/2006,1.254595,long,
6/29/2006,1.2664,,
6/30/2006,1.278298,,
7/3/2006,1.280098,,1
7/4/2006,1.279001,,
7/5/2006,1.273399,,
7/6/2006,1.277596,,
7/7/2006,1.282397,short,
7/10/2006,1.274502,,
7/11/2006,1.276748,,
7/12/2006,1.271197,,
7/13/2006,1.269696,,
7/14/2006,1.264398,,
7/17/2006,1.251799,,
7/18/2006,1.250203,long,1
7/19/2006,1.259906,,
7/20/2006,1.263296,,
7/21/2006,1.2706,,1
7/24/2006,1.262403,,
7/25/2006,1.2584,long,
7/26/2006,1.271294,,
7/27/2006,1.269599,,
7/28/2006,1.275104,,
7/31/2006,1.2774,,
8/1/2006,1.282002,,
8/2/2006,1.279198,,
8/3/2006,1.279902,,
8/4/2006,1.287896,,1
8/7/2006,1.281903,,
8/8/2006,1.276699,,
8/9/2006,1.287498,short,
8/10/2006,1.279296,,
8/11/2006,1.272508,,1
8/14/2006,1.272297,long,
8/15/2006,1.2791,,
8/16/2006,1.284307,,
8/17/2006,1.283203,,
8/18/2006,1.282808,,
8/21/2006,1.2873,,1
8/22/2006,1.281197,,
8/23/2006,1.278102,,
8/24/2006,1.276194,,
8/25/2006,1.275705,,
8/28/2006,1.279247,,
8/29/2006,1.282907,,
8/30/2006,1.284093,,
8/31/2006,1.280902,,
9/1/2006,1.283598,,
9/4/2006,1.285694,short,
9/5/2006,1.282397,,
9/6/2006,1.281903,,
9/7/2006,1.273204,,
9/8/2006,1.267299,,1
9/11/2006,1.271003,,
9/12/2006,1.269503,,
9/13/2006,1.269696,,
9/14/2006,1.272297,,
9/15/2006,1.265102,,
9/18/2006,1.270696,,
9/19/2006,1.2677,,
9/20/2006,1.268794,,
9/21/2006,1.278102,,
9/22/2006,1.28,,
9/25/2006,1.274502,,
9/26/2006,1.268698,,
9/27/2006,1.2706,,
9/28/2006,1.270357,,
9/29/2006,1.266207,,
10/2/2006,1.274194,short,
10/3/2006,1.273496,,
10/4/2006,1.271294,,
10/5/2006,1.269551,,
10/6/2006,1.260398,,
10/9/2006,1.260097,,
10/10/2006,1.253196,,
10/11/2006,1.252395,,
10/12/2006,1.255997,,
10/13/2006,1.2505,,1
10/16/2006,1.254107,,
10/17/2006,1.254501,,
10/18/2006,1.253903,,
10/19/2006,1.262706,,
10/20/2006,1.261607,,
10/23/2006,1.255099,long,
10/24/2006,1.255903,,
10/25/2006,1.261607,,
10/26/2006,1.269406,,
10/27/2006,1.274307,,
10/30/2006,1.271795,,
10/31/2006,1.276699,,
11/1/2006,1.275445,,
11/2/2006,1.278004,,1
11/3/2006,1.270696,long,
11/6/2006,1.272556,,
11/7/2006,1.277906,,
11/8/2006,1.275998,,
11/9/2006,1.283252,,
11/10/2006,1.285397,,1
11/13/2006,1.282594,,
11/14/2006,1.281394,,
11/15/2006,1.282495,,
11/16/2006,1.279394,long,
11/17/2006,1.285,,
11/20/2006,1.281805,,
11/21/2006,1.284604,,
11/22/2006,1.293895,,
11/23/2006,1.295203,,
11/24/2006,1.308507,,
11/27/2006,1.313301,,
11/28/2006,1.320393,,
11/29/2006,1.314803,,
11/30/2006,1.3251,,
12/1/2006,1.334098,,1
12/4/2006,1.3336,,
12/5/2006,1.331895,,
12/6/2006,1.328656,,
12/7/2006,1.328604,,
12/8/2006,1.339405,short,
12/11/2006,1.3251,,
12/12/2006,1.328498,,
12/13/2006,1.321807,,
12/14/2006,1.315651,,
12/15/2006,1.309895,,1
12/18/2006,1.310599,,
12/19/2006,1.320707,,
12/20/2006,1.318705,,
12/21/2006,1.318392,,
12/22/2006,1.313698,,
12/25/2006,1.313594,,
12/26/2006,1.310994,long,
12/27/2006,1.312508,,
12/28/2006,1.314803,,
12/29/2006,1.319801,,
1/1/2007,1.321895,,
1/2/2007,1.327598,short,1
1/3/2007,1.317107,,
1/4/2007,1.309295,,
1/5/2007,1.298499,,
1/8/2007,1.304002,,
1/9/2007,1.299697,,
1/10/2007,1.293996,,
1/11/2007,1.289507,,1
1/12/2007,1.292808,,
1/15/2007,1.293594,,
1/16/2007,1.292006,,
1/17/2007,1.293996,,
1/18/2007,1.296092,,
1/19/2007,1.296899,,
1/22/2007,1.295001,,
1/23/2007,1.302304,,
1/24/2007,1.296294,,
1/25/2007,1.293996,,
1/26/2007,1.292892,,
1/29/2007,1.296294,,
1/30/2007,1.296596,,
1/31/2007,1.302304,,
2/1/2007,1.301897,,
2/2/2007,1.296395,,
2/5/2007,1.293193,,
2/6/2007,1.298398,,
2/7/2007,1.302304,,
2/8/2007,1.304002,,
2/9/2007,1.300695,,
2/12/2007,1.296294,long,
2/13/2007,1.303203,,
2/14/2007,1.313991,,1
2/15/2007,1.313508,,
2/16/2007,1.313802,,
2/19/2007,1.315201,,
2/20/2007,1.314803,,
2/21/2007,1.313905,,
2/22/2007,1.312508,long,
2/23/2007,1.316898,,
2/26/2007,1.3194,,
2/27/2007,1.323206,,1
2/28/2007,1.322891,,
3/1/2007,1.317003,,
3/2/2007,1.3165,,
3/5/2007,1.308695,,
3/6/2007,1.313802,,
3/7/2007,1.317853,,
3/8/2007,1.314199,,
3/9/2007,1.311596,long,
3/12/2007,1.318791,,
3/13/2007,1.319,,
3/14/2007,1.323504,,
3/15/2007,1.328304,,
3/16/2007,1.331806,,
3/19/2007,1.331292,,
3/20/2007,1.331593,,
3/21/2007,1.339908,,1
3/22/2007,1.333404,,
3/23/2007,1.329699,,
3/26/2007,1.333191,,
3/27/2007,1.336505,,
3/28/2007,1.331505,,
3/29/2007,1.333493,,
3/30/2007,1.335898,,
4/2/2007,1.337006,,
4/3/2007,1.332498,,
4/4/2007,1.337399,,
4/5/2007,1.343201,,
4/6/2007,1.340195,,
4/9/2007,1.335506,long,
4/10/2007,1.343201,,
4/11/2007,1.343996,,
4/12/2007,1.349109,,
4/13/2007,1.3521,,
4/16/2007,1.352905,,
4/17/2007,1.357202,,
4/18/2007,1.361396,,
4/19/2007,1.362435,,1
4/20/2007,1.358899,,
4/23/2007,1.3584,,
4/24/2007,1.363605,,
4/25/2007,1.363903,,
4/26/2007,1.358899,,
4/27/2007,1.365505,short,
4/30/2007,1.365206,,
5/1/2007,1.3601,,
5/2/2007,1.358806,,
5/3/2007,1.355601,,1
5/4/2007,1.358899,,
5/7/2007,1.360008,short,
5/8/2007,1.354096,,
5/9/2007,1.352704,,
5/10/2007,1.348309,,1
5/11/2007,1.3521,,
5/14/2007,1.354298,,
5/15/2007,1.359601,short,
5/16/2007,1.352393,,
5/17/2007,1.349692,,
5/18/2007,1.351297,,
5/21/2007,1.346602,,
5/22/2007,1.345207,,
5/23/2007,1.345804,,
5/24/2007,1.343003,,1
5/25/2007,1.345008,,
5/28/2007,1.345207,,
5/29/2007,1.344592,,
5/30/2007,1.343201,,
5/31/2007,1.345605,,
6/1/2007,1.344194,,
6/4/2007,1.3492,,
6/5/2007,1.352009,short,
6/6/2007,1.349291,,
6/7/2007,1.342805,,
6/8/2007,1.336005,,
6/11/2007,1.335595,,
6/12/2007,1.330601,,1
6/13/2007,1.331009,long,
6/14/2007,1.331593,,
6/15/2007,1.3379,,
6/18/2007,1.341598,,
6/19/2007,1.342408,,
6/20/2007,1.339603,,
6/21/2007,1.339405,,
6/22/2007,1.347092,,1
6/25/2007,1.346801,,
6/26/2007,1.344899,,
6/27/2007,1.345497,,
6/28/2007,1.344701,long,
6/29/2007,1.353601,,
7/2/2007,1.363494,,1
7/3/2007,1.361192,,
7/4/2007,1.361507,,
7/5/2007,1.359897,,
7/6/2007,1.362992,,
7/9/2007,1.362398,long,
7/10/2007,1.376008,,
7/11/2007,1.375402,,
7/12/2007,1.378797,,
7/13/2007,1.378493,,
7/16/2007,1.377695,,
7/17/2007,1.379006,,
7/18/2007,1.380701,,1
7/19/2007,1.379805,,
7/20/2007,1.383394,short,
7/23/2007,1.380491,,
7/24/2007,1.382495,,
7/25/2007,1.372608,,
7/26/2007,1.375005,,
7/27/2007,1.363605,long,1
7/30/2007,1.371197,,
7/31/2007,1.367204,,
8/1/2007,1.367708,,
8/2/2007,1.370708,,
8/3/2007,1.378702,,
8/6/2007,1.379691,,1
8/7/2007,1.374098,,
8/8/2007,1.3803,short,
8/9/2007,1.367409,,
8/10/2007,1.368907,,
8/13/2007,1.361304,,
8/14/2007,1.353491,,
8/15/2007,1.342805,,
8/16/2007,1.342498,,1
8/17/2007,1.3494,,
8/20/2007,1.347491,,
8/21/2007,1.345497,long,
8/22/2007,1.354995,,
8/23/2007,1.355693,,
8/24/2007,1.366699,,1
8/27/2007,1.363791,,
8/28/2007,1.359897,,
8/29/2007,1.367409,,
8/30/2007,1.364201,,
8/31/2007,1.364201,,
9/3/2007,1.361396,long,
9/4/2007,1.362008,,
9/5/2007,1.365393,,
9/6/2007,1.3696,,
9/7/2007,1.377505,,
9/10/2007,null,,
9/11/2007,1.384006,,
9/12/2007,1.390801,,1
9/13/2007,1.386693,,
9/14/2007,1.387809,,
9/17/2007,1.386501,long,
9/18/2007,1.397995,,
9/19/2007,1.396902,,
9/20/2007,1.407895,,
9/21/2007,1.409205,,
9/24/2007,1.4074,,
9/25/2007,1.415208,,
9/26/2007,1.413308,,
9/27/2007,1.415208,,
9/28/2007,1.426493,short,1
10/1/2007,1.423609,,
10/2/2007,1.415208,,
10/3/2007,1.41,,
10/4/2007,1.413507,,
10/5/2007,1.413308,,
10/8/2007,1.404909,long,1
10/9/2007,1.410696,,
10/10/2007,1.414107,,
10/11/2007,1.420192,,
10/12/2007,1.419003,,
10/15/2007,1.420394,,
10/16/2007,1.417696,,
10/17/2007,1.421707,,
10/18/2007,1.42949,,1
10/19/2007,1.429695,,
10/22/2007,1.417997,long,
10/23/2007,1.425801,,
10/24/2007,1.42631,,
10/25/2007,1.432603,,
10/26/2007,1.439305,,
10/29/2007,1.441795,,
10/30/2007,1.444002,,
10/31/2007,1.447199,,
11/1/2007,1.44271,,
11/2/2007,1.448792,,
11/5/2007,1.447807,,
11/6/2007,1.45641,,
11/7/2007,1.462394,,
11/8/2007,1.468105,,
11/9/2007,1.467502,,1
11/12/2007,1.452391,long,
11/13/2007,1.462095,,
11/14/2007,1.465008,,
11/15/2007,1.462095,,
11/16/2007,1.4634,,
11/19/2007,1.466899,,
11/20/2007,1.483305,,
11/21/2007,1.485796,,
11/22/2007,1.485597,,1
11/23/2007,1.4801,,
11/26/2007,null,,
11/27/2007,1.48379,,
11/28/2007,1.484098,short,
11/29/2007,1.475993,,
11/30/2007,1.469594,,
12/3/2007,1.467007,,
12/4/2007,1.476603,,
12/5/2007,1.459897,,
12/6/2007,1.46591,,
12/7/2007,1.46561,,
12/10/2007,1.470891,,
12/11/2007,1.466491,,
12/12/2007,1.471605,,
12/13/2007,1.462994,,
12/14/2007,1.44371,,
12/17/2007,1.441296,,
12/18/2007,null,,
12/19/2007,1.438394,,
12/20/2007,1.433301,,1
12/21/2007,1.438807,long,
12/24/2007,1.439698,,
12/25/2007,1.439595,,
12/26/2007,1.448792,,
12/27/2007,1.46139,,
12/28/2007,1.4718,,1
12/31/2007,1.46011,long,
1/1/2008,1.46201,,
1/2/2008,1.471692,,
1/3/2008,1.474491,,
1/4/2008,1.475492,,1
1/7/2008,1.468299,,
1/8/2008,1.557099,,
1/9/2008,1.466405,long,
1/10/2008,1.4801,,
1/11/2008,1.479006,,
1/14/2008,1.4869,short,1
1/15/2008,1.48021,,
1/16/2008,1.466405,,
1/17/2008,1.464,,
1/18/2008,1.461796,,
1/21/2008,1.442003,long,1
1/22/2008,1.464794,,
1/23/2008,1.463208,,
1/24/2008,1.47741,,
1/25/2008,1.467502,,
1/28/2008,1.478809,,
1/29/2008,1.477192,,
1/30/2008,1.483107,,
1/31/2008,1.486503,short,1
2/1/2008,1.479991,,
2/4/2008,1.4828,,
2/5/2008,1.463807,,
2/6/2008,1.46171,,
2/7/2008,1.44789,,1
2/8/2008,1.557099,,
2/11/2008,1.4502,long,
2/12/2008,1.458194,,
2/13/2008,1.455604,,
2/14/2008,1.464408,,
2/15/2008,1.46761,,
2/18/2008,1.465008,,
2/19/2008,1.472993,,
2/20/2008,1.472299,,
2/21/2008,1.481503,,
2/22/2008,1.482602,,
2/25/2008,1.483591,,
2/26/2008,1.49961,,
2/27/2008,1.511807,,
2/28/2008,1.519595,,
2/29/2008,1.519203,,
3/3/2008,1.520011,,
3/4/2008,1.521005,,
3/5/2008,1.527697,,
3/6/2008,1.538509,,
3/7/2008,1.533601,,
3/10/2008,1.534095,,
3/11/2008,1.534189,,
3/12/2008,1.554002,,
3/13/2008,1.562207,,
3/14/2008,1.561792,,
3/17/2008,1.574803,,1
3/18/2008,1.565803,,
3/19/2008,1.563893,,
3/20/2008,1.544211,,
3/21/2008,1.569711,,
3/24/2008,1.543496,long,
3/25/2008,1.561207,,
3/26/2008,1.582404,,
3/27/2008,1.581403,short,1
3/28/2008,1.576094,,
3/31/2008,1.575796,,
4/1/2008,null,,
4/2/2008,1.567791,,
4/3/2008,1.566711,,
4/4/2008,1.573688,,
4/7/2008,1.5705,,
4/8/2008,1.557802,long,1
4/9/2008,1.582404,,1
4/10/2008,1.574208,long,
4/11/2008,1.582203,,
4/14/2008,1.582504,,
4/15/2008,1.578607,,
4/16/2008,1.595813,,1
4/17/2008,1.590204,,
4/18/2008,1.573391,,
4/21/2008,1.591191,,
4/22/2008,1.598798,short,
4/23/2008,1.587402,,
4/24/2008,1.568406,,
4/25/2008,1.563697,,
4/28/2008,1.565288,,
4/29/2008,1.556711,,
4/30/2008,1.562207,,
5/1/2008,null,,
5/2/2008,1.5434,,1
5/5/2008,1.549811,,
5/6/2008,1.553591,,
5/7/2008,1.538509,long,
5/8/2008,1.546408,,
5/9/2008,1.548995,,
5/12/2008,1.554002,,1
5/13/2008,1.5477,,
5/14/2008,1.54691,,
5/15/2008,1.545094,long,
5/16/2008,1.5596,,
5/19/2008,1.552795,,
5/20/2008,1.565411,,
5/21/2008,1.578806,,
5/22/2008,1.573193,,1
5/23/2008,1.578507,,
5/26/2008,1.577934,short,
