Date,Open,High,Low,Close,Adj Close,Volume
2021-05-20,411.799988,416.630005,411.670013,415.279999,403.057281,78022200
2021-05-21,416.869995,418.200012,414.450012,414.940002,402.727295,76578700
2021-05-24,417.339996,420.320007,417.079987,419.170013,406.832825,51376700
2021-05-25,420.329987,420.709991,417.619995,418.239990,405.930176,57451400
2021-05-26,418.869995,419.609985,417.760010,419.070007,406.735779,43088600
2021-05-27,420.170013,420.720001,418.989990,419.290009,406.949249,56707700
2021-05-28,420.970001,421.250000,419.790009,420.040009,407.677216,58520200
2021-06-01,422.570007,422.720001,419.200012,419.670013,407.318115,54216600
2021-06-02,420.369995,421.230011,419.290009,420.329987,407.958649,49097100
2021-06-03,417.850006,419.989990,416.279999,418.769989,406.444550,58138800
2021-06-04,420.750000,422.920013,418.839996,422.600006,410.161835,55938800
2021-06-07,422.589996,422.779999,421.190002,422.190002,409.763916,51555000
2021-06-08,423.109985,423.209991,420.320007,422.279999,409.851257,47134300
2021-06-09,423.179993,423.260010,421.410004,421.649994,409.239807,48436300
2021-06-10,422.959991,424.630005,421.549988,423.609985,411.142151,51020100
2021-06-11,424.200012,424.429993,422.820007,424.309998,411.821533,45570800
2021-06-14,424.429993,425.369995,423.100006,425.260010,412.743591,42358500
2021-06-15,425.420013,425.459991,423.540009,424.480011,411.986511,51508500
2021-06-16,424.630005,424.869995,419.920013,422.109985,409.686249,80386100
2021-06-17,421.670013,423.019989,419.320007,421.970001,409.550385,90949700
2021-06-18,417.089996,417.829987,414.700012,414.920013,404.025391,118676300
2021-06-21,416.799988,421.059998,415.929993,420.859985,409.809387,72822000
2021-06-22,420.850006,424.000000,420.079987,423.109985,412.000366,57700300
2021-06-23,423.190002,424.049988,422.510010,422.600006,411.503754,49445400
2021-06-24,424.890015,425.549988,424.619995,425.100006,413.938110,45110300
2021-06-25,425.899994,427.089996,425.549988,426.609985,415.408447,58129500
2021-06-28,427.170013,427.649994,425.890015,427.470001,416.245850,53159600
2021-06-29,427.880005,428.559998,427.130005,427.700012,416.469849,35970500
2021-06-30,427.209991,428.779999,427.179993,428.059998,416.820343,64827900
2021-07-01,428.869995,430.600006,428.799988,430.429993,419.128113,53441000
2021-07-02,431.670013,434.100006,430.519989,433.720001,422.331757,57697700
2021-07-06,433.779999,434.010010,430.010010,432.929993,421.562469,68710400
2021-07-07,433.660004,434.760010,431.510010,434.459991,423.052277,63549500
2021-07-08,428.779999,431.730011,427.519989,430.920013,419.605255,97595200
2021-07-09,432.529999,435.839996,430.709991,435.519989,424.084503,76238600
2021-07-12,435.429993,437.350006,434.970001,437.079987,425.603546,52889600
2021-07-13,436.239990,437.839996,435.309998,435.589996,424.152618,52911300
2021-07-14,437.399994,437.920013,434.910004,436.239990,424.785583,64130400
2021-07-15,434.809998,435.529999,432.720001,434.750000,423.334747,55126400
2021-07-16,436.010010,436.059998,430.920013,431.339996,420.014252,75874700
2021-07-19,426.190002,431.410004,421.970001,424.970001,413.811462,147987000
2021-07-20,425.679993,432.420013,424.829987,431.059998,419.741608,99608200
2021-07-21,432.339996,434.700012,431.010010,434.549988,423.139893,64724400
2021-07-22,434.739990,435.720001,433.690002,435.459991,424.026062,47878500
2021-07-23,437.519989,440.299988,436.790009,439.940002,428.388458,63766600
2021-07-26,439.309998,441.029999,439.260010,441.019989,429.440033,43719200
2021-07-27,439.910004,439.940002,435.989990,439.010010,427.482849,67397100
2021-07-28,439.679993,440.299988,437.309998,438.829987,427.307556,52472400
2021-07-29,439.820007,441.799988,439.809998,440.649994,429.079803,47435300
2021-07-30,437.910004,440.059998,437.769989,438.510010,426.996002,68951200
2021-08-02,440.339996,440.929993,437.209991,437.589996,426.100128,58783300
2021-08-03,438.440002,441.279999,436.100006,441.149994,429.566681,58053900
2021-08-04,439.779999,441.119995,438.730011,438.980011,427.453644,46732200
2021-08-05,440.220001,441.850006,439.880005,441.760010,430.160614,38969700
2021-08-06,442.100006,442.940002,441.799988,442.489990,430.871460,46930000
2021-08-09,442.459991,442.799988,441.309998,442.130005,430.520935,41222600
2021-08-10,442.609985,443.440002,441.880005,442.679993,431.056488,43339300
2021-08-11,443.820007,443.880005,442.619995,443.779999,432.127625,44034300
2021-08-12,443.619995,445.260010,442.660004,445.109985,433.422729,38909400
2021-08-13,445.589996,445.940002,445.070007,445.920013,434.211426,39470300
2021-08-16,444.529999,447.109985,442.869995,446.970001,435.233826,73740000
2021-08-17,444.239990,444.959991,440.850006,444.040009,432.380829,92673900
2021-08-18,442.959991,444.630005,438.920013,439.179993,427.648376,89351900
2021-08-19,436.269989,441.140015,436.119995,439.859985,428.310516,92812200
2021-08-20,440.230011,443.709991,439.709991,443.359985,431.718658,72008700
2021-08-23,445.160004,448.230011,443.440002,447.260010,435.516266,54973000
2021-08-24,447.970001,448.540009,447.420013,447.970001,436.207550,38744700
2021-08-25,448.170013,449.459991,447.769989,448.910004,437.122986,40529700
2021-08-26,448.609985,448.859985,446.160004,446.260010,434.542480,57829600
2021-08-27,447.119995,450.649994,447.059998,450.250000,438.427765,77235100
2021-08-30,450.970001,453.070007,450.709991,452.230011,440.355743,48357400
2021-08-31,452.130005,452.489990,450.920013,451.559998,439.703369,59300200
2021-09-01,452.559998,453.109985,451.549988,451.799988,439.937012,48721400
2021-09-02,453.320007,454.049988,451.910004,453.190002,441.290527,42501000
2021-09-03,451.980011,453.630005,451.549988,453.079987,441.183411,47170500
2021-09-07,452.709991,452.809998,450.739990,451.459991,439.605957,51671500
2021-09-08,450.890015,451.670013,448.859985,450.910004,439.070374,56181900
